FID,obsID,species,class,order,year,month,day,dcmlLng,dcmlLtt,indvdlC,bssOfRc,desert
654,655,Buteo swainsoni,Aves,Accipitriformes,2016,4,29,-117.29282,35.010677,1,HUMAN_OBSERVATION,Mojave
664,665,Agelaius tricolor,Aves,Passeriformes,1984,4,28,-117.108635,34.904446,200,HUMAN_OBSERVATION,Mojave
679,680,Empidonax traillii,Aves,Passeriformes,2017,5,27,-117.94547,35.1289,5,HUMAN_OBSERVATION,Mojave
689,690,Agelaius tricolor,Aves,Passeriformes,2014,4,19,-118.6611,34.856636,12,HUMAN_OBSERVATION,Mojave
692,693,Riparia riparia,Aves,Passeriformes,2013,9,16,-118.11818,34.79012,1,HUMAN_OBSERVATION,Mojave
697,698,Empidonax traillii,Aves,Passeriformes,2012,8,14,-117.63834,35.67222,1,HUMAN_OBSERVATION,Mojave
706,707,Empidonax traillii,Aves,Passeriformes,2007,5,28,-117.67061,35.567352,2,HUMAN_OBSERVATION,Mojave
708,709,Empidonax traillii,Aves,Passeriformes,2002,5,26,-116.10432,35.142517,5,HUMAN_OBSERVATION,Mojave
711,712,Empidonax traillii,Aves,Passeriformes,2014,9,28,-116.56938,34.05072,1,HUMAN_OBSERVATION,Mojave
731,732,Empidonax traillii,Aves,Passeriformes,2010,6,15,-117.67061,35.567352,2,HUMAN_OBSERVATION,Mojave
733,734,Agelaius tricolor,Aves,Passeriformes,2018,11,21,-118.04213,34.661064,20,HUMAN_OBSERVATION,Mojave
744,745,Agelaius tricolor,Aves,Passeriformes,2020,4,8,-118.00591,34.675747,1,HUMAN_OBSERVATION,Mojave
754,755,Empidonax traillii,Aves,Passeriformes,2009,9,25,-117.758,35.219,1,HUMAN_OBSERVATION,Mojave
759,760,Empidonax traillii,Aves,Passeriformes,2014,9,6,-118.11818,34.79012,1,HUMAN_OBSERVATION,Mojave
760,761,Empidonax traillii,Aves,Passeriformes,2018,5,24,-118.11818,34.79012,6,HUMAN_OBSERVATION,Mojave
763,764,Empidonax traillii,Aves,Passeriformes,2014,5,23,-116.10432,35.142517,1,HUMAN_OBSERVATION,Mojave
792,793,Empidonax traillii,Aves,Passeriformes,2012,8,10,-117.63834,35.67222,1,HUMAN_OBSERVATION,Mojave
793,794,Empidonax traillii,Aves,Passeriformes,2017,9,9,-118.11818,34.79012,1,HUMAN_OBSERVATION,Mojave
799,800,Empidonax traillii,Aves,Passeriformes,2007,5,13,-117.76007,35.21933,1,HUMAN_OBSERVATION,Mojave
885,886,Gopherus agassizii,Reptilia,Testudines,2016,4,15,-115.682346,34.917531,0,HUMAN_OBSERVATION,Mojave
932,933,Xerospermophilus mohavensis,Mammalia,Rodentia,2019,4,27,-117.854198,35.509018,0,HUMAN_OBSERVATION,Mojave
936,937,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2020,2,23,-117.35415,36.449717,0,HUMAN_OBSERVATION,Mojave
944,945,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2012,9,8,-116.131434,35.146925,0,HUMAN_OBSERVATION,Mojave
969,970,Gopherus agassizii,Reptilia,Testudines,2016,4,4,-115.893604,33.91251,0,HUMAN_OBSERVATION,Mojave
1041,1042,Gopherus agassizii,Reptilia,Testudines,2017,8,15,-116.064999,34.162274,0,HUMAN_OBSERVATION,Mojave
1081,1082,Gopherus agassizii,Reptilia,Testudines,2021,3,31,-116.094998,34.047122,0,HUMAN_OBSERVATION,Mojave
1147,1148,Danaus plexippus,Insecta,Lepidoptera,2021,3,16,-116.870383,36.462683,0,HUMAN_OBSERVATION,Mojave
1198,1199,Gopherus agassizii,Reptilia,Testudines,2019,4,16,-115.76948,34.128335,0,HUMAN_OBSERVATION,Mojave
1246,1247,Gopherus agassizii,Reptilia,Testudines,2013,7,22,-115.811712,33.748723,0,HUMAN_OBSERVATION,Mojave
1249,1250,Buteo swainsoni,Aves,Accipitriformes,2016,3,13,-118.238836,34.796585,0,HUMAN_OBSERVATION,Mojave
1365,1366,Gopherus agassizii,Reptilia,Testudines,2018,6,7,-116.369101,34.367392,0,HUMAN_OBSERVATION,Mojave
1383,1384,Riparia riparia,Aves,Passeriformes,1999,9,12,-117.96364,36.197075,3,HUMAN_OBSERVATION,Mojave
1394,1395,Riparia riparia,Aves,Passeriformes,2015,5,14,-118.11818,34.79012,2,HUMAN_OBSERVATION,Mojave
1406,1407,Empidonax traillii,Aves,Passeriformes,1998,9,27,-117.758,35.219,5,HUMAN_OBSERVATION,Mojave
1412,1413,Empidonax traillii,Aves,Passeriformes,2012,6,9,-117.758,35.219,40,HUMAN_OBSERVATION,Mojave
1428,1429,Empidonax traillii,Aves,Passeriformes,2016,6,3,-118.11818,34.79012,4,HUMAN_OBSERVATION,Mojave
1465,1466,Empidonax traillii,Aves,Passeriformes,2016,5,17,-117.88177,34.821056,2,HUMAN_OBSERVATION,Mojave
1475,1476,Riparia riparia,Aves,Passeriformes,2017,4,29,-118.05599,36.562325,1,HUMAN_OBSERVATION,Mojave
1479,1480,Buteo swainsoni,Aves,Accipitriformes,2017,5,6,-117.92072,34.701717,1,HUMAN_OBSERVATION,Mojave
1481,1482,Agelaius tricolor,Aves,Passeriformes,2006,10,14,-117.02287,34.89858,35,HUMAN_OBSERVATION,Mojave
1505,1506,Riparia riparia,Aves,Passeriformes,2018,4,18,-118.11818,34.79012,1,HUMAN_OBSERVATION,Mojave
1519,1520,Colaptes chrysoides,Aves,Piciformes,1982,4,8,-115.24027,35.20776,1,HUMAN_OBSERVATION,Mojave
1522,1523,Empidonax traillii,Aves,Passeriformes,2013,5,21,-117.758,35.219,1,HUMAN_OBSERVATION,Mojave
1536,1537,Empidonax traillii,Aves,Passeriformes,2014,6,12,-117.758,35.219,3,HUMAN_OBSERVATION,Mojave
1538,1539,Riparia riparia,Aves,Passeriformes,2017,5,15,-118.11818,34.79012,10,HUMAN_OBSERVATION,Mojave
1552,1553,Riparia riparia,Aves,Passeriformes,2015,9,11,-116.07208,35.25687,1,HUMAN_OBSERVATION,Mojave
1559,1560,Riparia riparia,Aves,Passeriformes,2009,8,26,-117.63834,35.67222,2,HUMAN_OBSERVATION,Mojave
1575,1576,Colaptes chrysoides,Aves,Piciformes,2019,5,25,-115.428116,35.176826,1,HUMAN_OBSERVATION,Mojave
1580,1581,Empidonax traillii,Aves,Passeriformes,2019,9,19,-117.758,35.219,7,HUMAN_OBSERVATION,Mojave
1584,1585,Agelaius tricolor,Aves,Passeriformes,2017,5,4,-117.92408,34.82327,30,HUMAN_OBSERVATION,Mojave
1599,1600,Buteo swainsoni,Aves,Accipitriformes,2019,4,22,-117.27086,34.512993,1,HUMAN_OBSERVATION,Mojave
1621,1622,Colaptes chrysoides,Aves,Piciformes,2017,4,22,-115.55866,35.23258,1,HUMAN_OBSERVATION,Mojave
1644,1645,Riparia riparia,Aves,Passeriformes,2019,8,11,-118.11818,34.79012,1,HUMAN_OBSERVATION,Mojave
1655,1656,Empidonax traillii,Aves,Passeriformes,2015,9,23,-117.758,35.219,1,HUMAN_OBSERVATION,Mojave
1670,1671,Buteo swainsoni,Aves,Accipitriformes,2015,9,21,-117.758,35.219,1,HUMAN_OBSERVATION,Mojave
1704,1705,Riparia riparia,Aves,Passeriformes,2010,8,21,-117.97617,36.507843,4,HUMAN_OBSERVATION,Mojave
1711,1712,Empidonax traillii,Aves,Passeriformes,2002,9,21,-117.02287,34.89858,0,HUMAN_OBSERVATION,Mojave
1714,1715,Empidonax traillii,Aves,Passeriformes,2015,9,29,-117.758,35.219,2,HUMAN_OBSERVATION,Mojave
1716,1717,Agelaius tricolor,Aves,Passeriformes,2012,2,21,-118.23092,34.80436,0,HUMAN_OBSERVATION,Mojave
1727,1728,Riparia riparia,Aves,Passeriformes,1996,4,21,-118.11818,34.79012,2,HUMAN_OBSERVATION,Mojave
1728,1729,Empidonax traillii,Aves,Passeriformes,1997,5,21,-116.87235,36.4588,10,HUMAN_OBSERVATION,Mojave
1729,1730,Empidonax traillii,Aves,Passeriformes,2018,8,26,-116.04946,34.12987,1,HUMAN_OBSERVATION,Mojave
1731,1732,Agelaius tricolor,Aves,Passeriformes,2020,3,5,-118.11818,34.79012,35,HUMAN_OBSERVATION,Mojave
1743,1744,Melanerpes uropygialis,Aves,Piciformes,2008,2,16,-114.60472,34.831519,0,OBSERVATION,Mojave
1748,1749,Agelaius tricolor,Aves,Passeriformes,2007,2,19,-117.6709,35.62246,0,OBSERVATION,Mojave
1771,1772,Agelaius tricolor,Aves,Passeriformes,2015,5,12,-117.922554,34.8242,20,HUMAN_OBSERVATION,Mojave
1786,1787,Empidonax traillii,Aves,Passeriformes,2007,9,9,-117.758,35.219,6,HUMAN_OBSERVATION,Mojave
1794,1795,Riparia riparia,Aves,Passeriformes,2011,8,7,-118.11818,34.79012,1,HUMAN_OBSERVATION,Mojave
1795,1796,Empidonax traillii,Aves,Passeriformes,2007,10,10,-117.61988,34.601578,2,HUMAN_OBSERVATION,Mojave
1809,1810,Empidonax traillii,Aves,Passeriformes,2017,9,9,-118.11818,34.79012,1,HUMAN_OBSERVATION,Mojave
1817,1818,Agelaius tricolor,Aves,Passeriformes,2017,3,11,-118.23092,34.80436,100,HUMAN_OBSERVATION,Mojave
1821,1822,Riparia riparia,Aves,Passeriformes,2015,4,18,-118.11818,34.79012,1,HUMAN_OBSERVATION,Mojave
1822,1823,Empidonax traillii,Aves,Passeriformes,2013,5,29,-117.67061,35.567352,3,HUMAN_OBSERVATION,Mojave
1833,1834,Empidonax traillii,Aves,Passeriformes,2006,8,24,-117.61988,34.601578,12,HUMAN_OBSERVATION,Mojave
1834,1835,Empidonax traillii,Aves,Passeriformes,2012,5,26,-116.19454,35.800976,1,HUMAN_OBSERVATION,Mojave
1843,1844,Agelaius tricolor,Aves,Passeriformes,2019,5,14,-117.961494,34.748947,25,HUMAN_OBSERVATION,Mojave
1870,1871,Empidonax traillii,Aves,Passeriformes,2007,9,21,-116.56938,34.05072,2,HUMAN_OBSERVATION,Mojave
1889,1890,Empidonax traillii,Aves,Passeriformes,2019,9,13,-117.94547,35.1289,1,HUMAN_OBSERVATION,Mojave
1891,1892,Riparia riparia,Aves,Passeriformes,2007,5,5,-117.27086,34.512993,0,HUMAN_OBSERVATION,Mojave
1892,1893,Empidonax traillii,Aves,Passeriformes,2017,9,9,-117.758,35.219,6,HUMAN_OBSERVATION,Mojave
1905,1906,Empidonax traillii,Aves,Passeriformes,2019,9,12,-117.758,35.219,1,HUMAN_OBSERVATION,Mojave
1906,1907,Riparia riparia,Aves,Passeriformes,1989,9,4,-117.758,35.219,1,HUMAN_OBSERVATION,Mojave
1921,1922,Empidonax traillii,Aves,Passeriformes,2020,5,18,-118.20111,34.74216,1,HUMAN_OBSERVATION,Mojave
1938,1939,Empidonax traillii,Aves,Passeriformes,2016,10,2,-116.21294,34.14065,1,HUMAN_OBSERVATION,Mojave
1952,1953,Empidonax traillii,Aves,Passeriformes,2007,9,24,-118.11818,34.79012,2,HUMAN_OBSERVATION,Mojave
1955,1956,Buteo swainsoni,Aves,Accipitriformes,2018,4,9,-117.98604,35.211056,2,HUMAN_OBSERVATION,Mojave
1957,1958,Empidonax traillii,Aves,Passeriformes,2016,8,24,-118.11818,34.79012,4,HUMAN_OBSERVATION,Mojave
1988,1989,Riparia riparia,Aves,Passeriformes,2017,4,30,-118.11818,34.79012,1,HUMAN_OBSERVATION,Mojave
2004,2005,Agelaius tricolor,Aves,Passeriformes,2012,4,19,-118.33855,34.78279,50,HUMAN_OBSERVATION,Mojave
2018,2019,Buteo swainsoni,Aves,Accipitriformes,2016,9,11,-117.27086,34.512993,9,HUMAN_OBSERVATION,Mojave
2025,2026,Empidonax traillii,Aves,Passeriformes,2018,6,11,-115.18274,34.8175,1,HUMAN_OBSERVATION,Mojave
2106,2107,Danaus plexippus,Insecta,Lepidoptera,2011,10,2,-118.696931,34.835338,0,HUMAN_OBSERVATION,Mojave
2135,2136,Gopherus agassizii,Reptilia,Testudines,2019,5,5,-116.040583,34.154438,0,HUMAN_OBSERVATION,Mojave
2150,2151,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2020,6,29,-116.034714,34.029891,0,HUMAN_OBSERVATION,Mojave
2161,2162,Gopherus agassizii,Reptilia,Testudines,2015,3,16,-117.907105,35.310167,0,HUMAN_OBSERVATION,Mojave
2212,2213,Gopherus agassizii,Reptilia,Testudines,2017,4,10,-116.163823,34.106045,0,HUMAN_OBSERVATION,Mojave
2216,2217,Xerospermophilus mohavensis,Mammalia,Rodentia,2019,6,6,-117.844703,36.13383,0,HUMAN_OBSERVATION,Mojave
2336,2337,Gopherus agassizii,Reptilia,Testudines,2018,3,31,-117.342356,35.163835,0,HUMAN_OBSERVATION,Mojave
2383,2384,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2016,10,3,-116.021798,35.038743,0,HUMAN_OBSERVATION,Mojave
2440,2441,Gopherus agassizii,Reptilia,Testudines,2009,5,3,-116.118257,34.190652,0,HUMAN_OBSERVATION,Mojave
2452,2453,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2018,4,21,-116.199406,33.894728,0,HUMAN_OBSERVATION,Mojave
2466,2467,Gopherus agassizii,Reptilia,Testudines,2019,4,25,-116.804842,34.851509,0,HUMAN_OBSERVATION,Mojave
2467,2468,Empidonax traillii,Aves,Passeriformes,2020,5,18,-117.840766,34.473125,0,HUMAN_OBSERVATION,Mojave
2470,2471,Gopherus agassizii,Reptilia,Testudines,2014,5,10,-115.887053,34.960702,0,HUMAN_OBSERVATION,Mojave
2693,2695,Danaus plexippus,Insecta,Lepidoptera,2016,11,14,-119.664931,34.420124,0,HUMAN_OBSERVATION,Mojave
2700,2702,Danaus plexippus,Insecta,Lepidoptera,2020,5,23,-120.784962,35.160639,0,HUMAN_OBSERVATION,Mojave
2755,2757,Danaus plexippus,Insecta,Lepidoptera,2020,4,18,-122.03443,36.971847,0,HUMAN_OBSERVATION,Mojave
2765,2767,Danaus plexippus,Insecta,Lepidoptera,2020,5,4,-122.195224,37.450073,0,HUMAN_OBSERVATION,Mojave
2831,2833,Branta hutchinsii leucopareia,Aves,Anseriformes,2010,2,4,-122.241034,37.616754,0,HUMAN_OBSERVATION,Mojave
2848,2850,Haliaeetus leucocephalus,Aves,Accipitriformes,2016,3,17,-118.329223,33.350794,0,HUMAN_OBSERVATION,Mojave
2871,2873,Anaxyrus canorus,Amphibia,Anura,2008,8,10,-118.851744,37.369719,0,HUMAN_OBSERVATION,Mojave
2879,2881,Vireo bellii pusillus,Aves,Passeriformes,2020,6,19,-117.802252,33.817142,0,HUMAN_OBSERVATION,Mojave
2978,2980,Danaus plexippus,Insecta,Lepidoptera,2020,7,28,-118.555122,34.131583,0,HUMAN_OBSERVATION,Mojave
2985,2987,Enhydra lutris nereis,Mammalia,Carnivora,2021,7,9,-121.683059,36.996426,0,HUMAN_OBSERVATION,Mojave
3005,3007,Buteo swainsoni,Aves,Accipitriformes,2021,3,17,-118.118828,34.195765,0,HUMAN_OBSERVATION,Mojave
3007,3009,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2016,3,24,-114.531231,36.457699,0,HUMAN_OBSERVATION,Mojave
3012,3014,Danaus plexippus,Insecta,Lepidoptera,2020,9,17,-122.039532,37.545578,0,HUMAN_OBSERVATION,Mojave
3066,3068,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2015,12,24,-116.501284,33.653283,0,HUMAN_OBSERVATION,Mojave
3119,3121,Bombus crotchii,Insecta,Hymenoptera,2020,6,27,-117.954744,33.6611,0,HUMAN_OBSERVATION,Mojave
3139,3141,Puma concolor,Mammalia,Carnivora,2020,8,29,-116.602867,33.120324,0,HUMAN_OBSERVATION,Mojave
3210,3212,Danaus plexippus,Insecta,Lepidoptera,2014,4,12,-118.048331,34.081295,0,HUMAN_OBSERVATION,Mojave
3242,3244,Lanius ludovicianus mearnsi,Aves,Passeriformes,2013,7,15,-118.402703,32.845488,0,HUMAN_OBSERVATION,Mojave
3249,3251,Oncorhynchus mykiss irideus,Actinopterygii,Salmoniformes,2021,5,27,-122.412499,37.266732,0,HUMAN_OBSERVATION,Mojave
3266,3268,Megaptera novaeangliae,Mammalia,Cetacea,2018,7,22,-122.005041,36.824857,0,HUMAN_OBSERVATION,Mojave
3301,3303,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,12,16,-117.865501,34.208019,0,HUMAN_OBSERVATION,Mojave
3415,3417,Haliaeetus leucocephalus,Aves,Accipitriformes,2014,1,9,-122.291308,37.827178,0,HUMAN_OBSERVATION,Mojave
3475,3477,Danaus plexippus,Insecta,Lepidoptera,2015,3,7,-122.471283,37.769242,0,HUMAN_OBSERVATION,Mojave
3505,3507,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,3,14,-122.36716,37.532734,1,HUMAN_OBSERVATION,Mojave
3512,3514,Empidonax traillii,Aves,Passeriformes,2011,5,30,-118.11333,35.38177,0,HUMAN_OBSERVATION,Mojave
3534,3536,Gymnogyps californianus,Aves,Accipitriformes,2018,2,10,-121.14628,36.49373,6,HUMAN_OBSERVATION,Mojave
3540,3542,Empidonax traillii,Aves,Passeriformes,2011,5,27,-118.21144,35.46625,1,HUMAN_OBSERVATION,Mojave
3551,3553,Agelaius tricolor,Aves,Passeriformes,2010,1,2,-118.169846,35.726456,15,HUMAN_OBSERVATION,Mojave
3557,3559,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,11,12,-122.95225,38.11906,1,HUMAN_OBSERVATION,Mojave
3561,3563,Empidonax traillii,Aves,Passeriformes,2020,9,28,-117.805016,34.08701,1,HUMAN_OBSERVATION,Mojave
3571,3573,Synthliboramphus scrippsi,Aves,Charadriiformes,2013,3,3,-117.515945,32.768223,11,HUMAN_OBSERVATION,Mojave
3609,3611,Haliaeetus leucocephalus,Aves,Accipitriformes,2010,5,2,-118.36962,35.654785,1,HUMAN_OBSERVATION,Mojave
3611,3613,Empidonax traillii,Aves,Passeriformes,2007,6,8,-119.065994,37.93629,0,HUMAN_OBSERVATION,Mojave
3625,3627,Riparia riparia,Aves,Passeriformes,2016,6,15,-122.31882,37.1174,15,HUMAN_OBSERVATION,Mojave
3633,3635,Buteo swainsoni,Aves,Accipitriformes,2019,4,26,-119.80147,36.85981,2,HUMAN_OBSERVATION,Mojave
3638,3640,Agelaius tricolor,Aves,Passeriformes,2015,3,28,-120.81322,35.305668,1,HUMAN_OBSERVATION,Mojave
3664,3666,Haliaeetus leucocephalus,Aves,Accipitriformes,2019,10,19,-118.439995,33.3529,1,HUMAN_OBSERVATION,Mojave
3688,3690,Empidonax traillii,Aves,Passeriformes,2017,8,20,-123.00279,37.69852,1,HUMAN_OBSERVATION,Mojave
3694,3696,Agelaius tricolor,Aves,Passeriformes,2015,2,16,-120.626495,37.17769,0,HUMAN_OBSERVATION,Mojave
3716,3718,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,1,1,-120.90849,36.249516,2,HUMAN_OBSERVATION,Mojave
3718,3720,Haliaeetus leucocephalus,Aves,Accipitriformes,2020,2,13,-120.99451,36.269028,2,HUMAN_OBSERVATION,Mojave
3732,3734,Agelaius tricolor,Aves,Passeriformes,1995,4,14,-118.310135,35.678913,35,HUMAN_OBSERVATION,Mojave
3743,3745,Urocyon littoralis santarosae,Mammalia,Carnivora,2017,6,14,-120.084023,33.892817,0,HUMAN_OBSERVATION,Mojave
3758,3760,Danaus plexippus,Insecta,Lepidoptera,2017,10,3,-122.056754,36.952905,0,HUMAN_OBSERVATION,Mojave
3800,3802,Enhydra lutris nereis,Mammalia,Carnivora,2020,1,20,-121.751402,36.861851,0,HUMAN_OBSERVATION,Mojave
3850,3852,Danaus plexippus,Insecta,Lepidoptera,2021,7,4,-122.001282,36.964513,0,HUMAN_OBSERVATION,Mojave
3911,3913,Polyphylla barbata,Insecta,Coleoptera,2016,7,24,-122.051663,37.194868,0,HUMAN_OBSERVATION,Mojave
3955,3957,Danaus plexippus,Insecta,Lepidoptera,2021,4,26,-117.132264,32.753662,0,HUMAN_OBSERVATION,Mojave
4053,4055,Danaus plexippus,Insecta,Lepidoptera,2020,2,15,-117.925855,33.888042,0,HUMAN_OBSERVATION,Mojave
4069,4071,Danaus plexippus,Insecta,Lepidoptera,2019,11,11,-122.056286,36.953204,0,HUMAN_OBSERVATION,Mojave
4130,4132,Danaus plexippus,Insecta,Lepidoptera,2014,12,26,-121.929779,36.626537,0,HUMAN_OBSERVATION,Mojave
4145,4147,Danaus plexippus,Insecta,Lepidoptera,2017,9,9,-117.149214,32.732391,0,HUMAN_OBSERVATION,Mojave
4180,4182,Anaxyrus canorus,Amphibia,Anura,2020,7,27,-119.307143,37.863115,0,HUMAN_OBSERVATION,Mojave
4182,4184,Agelaius tricolor,Aves,Passeriformes,2015,5,9,-116.10779,32.640719,0,HUMAN_OBSERVATION,Mojave
4188,4190,Danaus plexippus,Insecta,Lepidoptera,2014,4,11,-122.261275,37.857517,0,HUMAN_OBSERVATION,Mojave
4209,4211,Ovis canadensis nelsoni,Mammalia,Artiodactyla,2016,3,21,-116.521221,33.249303,0,HUMAN_OBSERVATION,Mojave
4263,4265,Empidonax traillii,Aves,Passeriformes,2005,9,17,-123.00279,37.69852,1,HUMAN_OBSERVATION,Mojave
4296,4298,Empidonax traillii,Aves,Passeriformes,2005,9,14,-118.70398,34.16966,0,HUMAN_OBSERVATION,Mojave
4320,4322,Buteo swainsoni,Aves,Accipitriformes,2017,4,9,-121.3494,37.973957,6,HUMAN_OBSERVATION,Mojave
4331,4333,Haliaeetus leucocephalus,Aves,Accipitriformes,2018,12,21,-119.111496,34.111378,1,HUMAN_OBSERVATION,Mojave
4349,4351,Empidonax traillii,Aves,Passeriformes,2012,5,20,-115.88819,35.772964,1,HUMAN_OBSERVATION,Mojave
4350,4352,Brachyramphus marmoratus,Aves,Charadriiformes,1995,7,7,-122.30981,37.2594,0,HUMAN_OBSERVATION,Mojave
4356,4358,Gymnogyps californianus,Aves,Accipitriformes,2019,4,19,-119.3489,34.879436,1,HUMAN_OBSERVATION,Mojave
4403,4405,Buteo swainsoni,Aves,Accipitriformes,2019,3,17,-121.18221,37.68134,2,HUMAN_OBSERVATION,Mojave
4409,4411,Brachyramphus marmoratus,Aves,Charadriiformes,2000,6,15,-122.19352,37.011646,3,HUMAN_OBSERVATION,Mojave
4426,4428,Riparia riparia,Aves,Passeriformes,1978,8,23,-118.11818,34.79012,2,HUMAN_OBSERVATION,Mojave
4427,4429,Buteo swainsoni,Aves,Accipitriformes,2016,3,5,-118.08245,33.981018,1,HUMAN_OBSERVATION,Mojave
4438,4440,Empidonax traillii,Aves,Passeriformes,2015,9,11,-119.11755,34.176342,1,HUMAN_OBSERVATION,Mojave
4440,4442,Haliaeetus leucocephalus,Aves,Accipitriformes,2013,1,4,-120.80725,37.915596,1,HUMAN_OBSERVATION,Mojave
4449,4451,Melanerpes uropygialis,Aves,Piciformes,2012,3,4,-114.01,34.257,4,HUMAN_OBSERVATION,Mojave
4458,4460,Empidonax traillii,Aves,Passeriformes,2012,6,9,-115.60604,32.937305,1,HUMAN_OBSERVATION,Mojave
4503,4505,Buteo swainsoni,Aves,Accipitriformes,2014,3,9,-120.455826,36.857513,4,HUMAN_OBSERVATION,Mojave
4523,4525,Gymnogyps californianus,Aves,Accipitriformes,1985,7,12,-119.14637,34.81243,6,HUMAN_OBSERVATION,Mojave
4537,4539,Haliaeetus leucocephalus,Aves,Accipitriformes,2017,1,6,-118.75281,34.47039,2,HUMAN_OBSERVATION,Mojave
