"","obsYear","desert","treatmentGroup","simplified_taxa","ndvi","area_km2","ez_taxa","totalObs","stzd_totalObs","stzdTotalObs_rounded"
"118",2001,"San Joaquin","Control","Butterflies & Moths",0.365446133,26537.13547,"Other",1,0.0376830423589046,1
"119",2001,"Sonoran","Burned","Butterflies & Moths",0.235284377216738,218.8631564,"Other",0,0,0
"120",2001,"Sonoran","Control","Butterflies & Moths",0.141474321,27788.51104,"Other",0,0,0
"121",2001,"Mojave","Burned","Frogs and Toads",0.239174953770042,721.5012132,"Other",0,0,0
"122",2001,"Mojave","Control","Frogs and Toads",0.124131124,73161.42482,"Other",0,0,0
"123",2001,"San Joaquin","Burned","Frogs and Toads",0.354435490536503,399.4220205,"Other",0,0,0
"124",2001,"San Joaquin","Control","Frogs and Toads",0.365446133,26537.13547,"Other",0,0,0
"125",2001,"Sonoran","Burned","Frogs and Toads",0.235284377216738,218.8631564,"Other",0,0,0
"126",2001,"Sonoran","Control","Frogs and Toads",0.141474321,27788.51104,"Other",0,0,0
"127",2001,"Mojave","Burned","Salamanders",0.239174953770042,721.5012132,"Other",0,0,0
"128",2001,"Mojave","Control","Salamanders",0.124131124,73161.42482,"Other",0,0,0
"129",2001,"San Joaquin","Burned","Salamanders",0.354435490536503,399.4220205,"Other",0,0,0
"130",2001,"San Joaquin","Control","Salamanders",0.365446133,26537.13547,"Other",0,0,0
"131",2001,"Sonoran","Burned","Salamanders",0.235284377216738,218.8631564,"Other",0,0,0
"132",2001,"Sonoran","Control","Salamanders",0.141474321,27788.51104,"Other",0,0,0
"133",2001,"Mojave","Burned","Lizards and Geckos",0.239174953770042,721.5012132,"Other",0,0,0
"134",2001,"Mojave","Control","Lizards and Geckos",0.124131124,73161.42482,"Other",0,0,0
"135",2001,"San Joaquin","Burned","Lizards and Geckos",0.354435490536503,399.4220205,"Other",0,0,0
"136",2001,"San Joaquin","Control","Lizards and Geckos",0.365446133,26537.13547,"Other",0,0,0
"137",2001,"Sonoran","Burned","Lizards and Geckos",0.235284377216738,218.8631564,"Other",0,0,0
"138",2001,"Sonoran","Control","Lizards and Geckos",0.141474321,27788.51104,"Other",0,0,0
"139",2001,"Mojave","Burned","Small Mammals",0.239174953770042,721.5012132,"Other",0,0,0
"140",2001,"Mojave","Control","Small Mammals",0.124131124,73161.42482,"Other",0,0,0
"141",2001,"San Joaquin","Burned","Small Mammals",0.354435490536503,399.4220205,"Other",0,0,0
"142",2001,"San Joaquin","Control","Small Mammals",0.365446133,26537.13547,"Other",0,0,0
"143",2001,"Sonoran","Burned","Small Mammals",0.235284377216738,218.8631564,"Other",0,0,0
"144",2001,"Sonoran","Control","Small Mammals",0.141474321,27788.51104,"Other",0,0,0
"145",2001,"Mojave","Burned","Birds:Raptors",0.239174953770042,721.5012132,"Aves",0,0,0
"146",2001,"Mojave","Control","Birds:Raptors",0.124131124,73161.42482,"Aves",8,0.10934724166024,1
"147",2001,"San Joaquin","Burned","Birds:Raptors",0.354435490536503,399.4220205,"Aves",0,0,0
"148",2001,"San Joaquin","Control","Birds:Raptors",0.365446133,26537.13547,"Aves",56,2.11025037209866,3
"149",2001,"Sonoran","Burned","Birds:Raptors",0.235284377216738,218.8631564,"Aves",0,0,0
"150",2001,"Sonoran","Control","Birds:Raptors",0.141474321,27788.51104,"Aves",12,0.431833140779895,1
"151",2001,"Mojave","Burned","Birds:Passerines",0.239174953770042,721.5012132,"Aves",2,2.77199811089659,3
"152",2001,"Mojave","Control","Birds:Passerines",0.124131124,73161.42482,"Aves",2155,29.4554132222271,30
"153",2001,"San Joaquin","Burned","Birds:Passerines",0.354435490536503,399.4220205,"Aves",0,0,0
"154",2001,"San Joaquin","Control","Birds:Passerines",0.365446133,26537.13547,"Aves",258,9.72222492859739,10
"155",2001,"Sonoran","Burned","Birds:Passerines",0.235284377216738,218.8631564,"Aves",0,0,0
"156",2001,"Sonoran","Control","Birds:Passerines",0.141474321,27788.51104,"Aves",28,1.00761066181976,2
"157",2001,"Mojave","Burned","Birds:Woodpeckers",0.239174953770042,721.5012132,"Aves",0,0,0
"158",2001,"Mojave","Control","Birds:Woodpeckers",0.124131124,73161.42482,"Aves",1,0.01366840520753,1
"159",2001,"San Joaquin","Burned","Birds:Woodpeckers",0.354435490536503,399.4220205,"Aves",0,0,0
"160",2001,"San Joaquin","Control","Birds:Woodpeckers",0.365446133,26537.13547,"Aves",0,0,0
"161",2001,"Sonoran","Burned","Birds:Woodpeckers",0.235284377216738,218.8631564,"Aves",0,0,0
"162",2001,"Sonoran","Control","Birds:Woodpeckers",0.141474321,27788.51104,"Aves",43,1.54740208779463,2
"163",2001,"Mojave","Burned","Birds:Rails and Geese",0.239174953770042,721.5012132,"Aves",0,0,0
"164",2001,"Mojave","Control","Birds:Rails and Geese",0.124131124,73161.42482,"Aves",0,0,0
"165",2001,"San Joaquin","Burned","Birds:Rails and Geese",0.354435490536503,399.4220205,"Aves",0,0,0
"166",2001,"San Joaquin","Control","Birds:Rails and Geese",0.365446133,26537.13547,"Aves",0,0,0
"167",2001,"Sonoran","Burned","Birds:Rails and Geese",0.235284377216738,218.8631564,"Aves",0,0,0
"168",2001,"Sonoran","Control","Birds:Rails and Geese",0.141474321,27788.51104,"Aves",0,0,0
"169",2002,"Mojave","Burned","Large Mammals",0.205005250027501,721.5012132,"Other",0,0,0
"170",2002,"Mojave","Control","Large Mammals",0.10649385,73161.42482,"Other",0,0,0
"171",2002,"San Joaquin","Burned","Large Mammals",0.336652020491586,399.4220205,"Other",0,0,0
"172",2002,"San Joaquin","Control","Large Mammals",0.352284681,26537.13547,"Other",0,0,0
"173",2002,"Sonoran","Burned","Large Mammals",0.203390311621437,218.8631564,"Other",0,0,0
"174",2002,"Sonoran","Control","Large Mammals",0.135388341,27788.51104,"Other",0,0,0
"175",2002,"Mojave","Burned","Aquatic",0.205005250027501,721.5012132,"Other",0,0,0
"176",2002,"Mojave","Control","Aquatic",0.10649385,73161.42482,"Other",0,0,0
"177",2002,"San Joaquin","Burned","Aquatic",0.336652020491586,399.4220205,"Other",0,0,0
"178",2002,"San Joaquin","Control","Aquatic",0.352284681,26537.13547,"Other",0,0,0
"179",2002,"Sonoran","Burned","Aquatic",0.203390311621437,218.8631564,"Other",0,0,0
"180",2002,"Sonoran","Control","Aquatic",0.135388341,27788.51104,"Other",0,0,0
"181",2002,"Mojave","Burned","Beetles",0.205005250027501,721.5012132,"Other",0,0,0
"182",2002,"Mojave","Control","Beetles",0.10649385,73161.42482,"Other",0,0,0
"183",2002,"San Joaquin","Burned","Beetles",0.336652020491586,399.4220205,"Other",0,0,0
"184",2002,"San Joaquin","Control","Beetles",0.352284681,26537.13547,"Other",0,0,0
"185",2002,"Sonoran","Burned","Beetles",0.203390311621437,218.8631564,"Other",0,0,0
"186",2002,"Sonoran","Control","Beetles",0.135388341,27788.51104,"Other",0,0,0
"187",2002,"Mojave","Burned","Bees",0.205005250027501,721.5012132,"Other",0,0,0
"188",2002,"Mojave","Control","Bees",0.10649385,73161.42482,"Other",0,0,0
"189",2002,"San Joaquin","Burned","Bees",0.336652020491586,399.4220205,"Other",0,0,0
"190",2002,"San Joaquin","Control","Bees",0.352284681,26537.13547,"Other",0,0,0
"191",2002,"Sonoran","Burned","Bees",0.203390311621437,218.8631564,"Other",0,0,0
"192",2002,"Sonoran","Control","Bees",0.135388341,27788.51104,"Other",0,0,0
"193",2002,"Mojave","Burned","Tortoises",0.205005250027501,721.5012132,"Other",0,0,0
"194",2002,"Mojave","Control","Tortoises",0.10649385,73161.42482,"Other",1,0.01366840520753,1
"195",2002,"San Joaquin","Burned","Tortoises",0.336652020491586,399.4220205,"Other",0,0,0
"196",2002,"San Joaquin","Control","Tortoises",0.352284681,26537.13547,"Other",0,0,0
"197",2002,"Sonoran","Burned","Tortoises",0.203390311621437,218.8631564,"Other",0,0,0
"198",2002,"Sonoran","Control","Tortoises",0.135388341,27788.51104,"Other",0,0,0
"199",2002,"Mojave","Burned","Butterflies & Moths",0.205005250027501,721.5012132,"Other",0,0,0
"200",2002,"Mojave","Control","Butterflies & Moths",0.10649385,73161.42482,"Other",0,0,0
"201",2002,"San Joaquin","Burned","Butterflies & Moths",0.336652020491586,399.4220205,"Other",0,0,0
"202",2002,"San Joaquin","Control","Butterflies & Moths",0.352284681,26537.13547,"Other",0,0,0
"203",2002,"Sonoran","Burned","Butterflies & Moths",0.203390311621437,218.8631564,"Other",0,0,0
"204",2002,"Sonoran","Control","Butterflies & Moths",0.135388341,27788.51104,"Other",0,0,0
"205",2002,"Mojave","Burned","Frogs and Toads",0.205005250027501,721.5012132,"Other",0,0,0
"206",2002,"Mojave","Control","Frogs and Toads",0.10649385,73161.42482,"Other",0,0,0
"207",2002,"San Joaquin","Burned","Frogs and Toads",0.336652020491586,399.4220205,"Other",0,0,0
"208",2002,"San Joaquin","Control","Frogs and Toads",0.352284681,26537.13547,"Other",0,0,0
"209",2002,"Sonoran","Burned","Frogs and Toads",0.203390311621437,218.8631564,"Other",0,0,0
"210",2002,"Sonoran","Control","Frogs and Toads",0.135388341,27788.51104,"Other",0,0,0
"211",2002,"Mojave","Burned","Salamanders",0.205005250027501,721.5012132,"Other",0,0,0
"212",2002,"Mojave","Control","Salamanders",0.10649385,73161.42482,"Other",0,0,0
"213",2002,"San Joaquin","Burned","Salamanders",0.336652020491586,399.4220205,"Other",0,0,0
"214",2002,"San Joaquin","Control","Salamanders",0.352284681,26537.13547,"Other",0,0,0
"215",2002,"Sonoran","Burned","Salamanders",0.203390311621437,218.8631564,"Other",0,0,0
"216",2002,"Sonoran","Control","Salamanders",0.135388341,27788.51104,"Other",0,0,0
"217",2002,"Mojave","Burned","Lizards and Geckos",0.205005250027501,721.5012132,"Other",0,0,0
"218",2002,"Mojave","Control","Lizards and Geckos",0.10649385,73161.42482,"Other",0,0,0
"219",2002,"San Joaquin","Burned","Lizards and Geckos",0.336652020491586,399.4220205,"Other",0,0,0
"220",2002,"San Joaquin","Control","Lizards and Geckos",0.352284681,26537.13547,"Other",1,0.0376830423589046,1
"221",2002,"Sonoran","Burned","Lizards and Geckos",0.203390311621437,218.8631564,"Other",0,0,0
"222",2002,"Sonoran","Control","Lizards and Geckos",0.135388341,27788.51104,"Other",0,0,0
"223",2002,"Mojave","Burned","Small Mammals",0.205005250027501,721.5012132,"Other",0,0,0
"224",2002,"Mojave","Control","Small Mammals",0.10649385,73161.42482,"Other",0,0,0
"225",2002,"San Joaquin","Burned","Small Mammals",0.336652020491586,399.4220205,"Other",0,0,0
"226",2002,"San Joaquin","Control","Small Mammals",0.352284681,26537.13547,"Other",0,0,0
"227",2002,"Sonoran","Burned","Small Mammals",0.203390311621437,218.8631564,"Other",0,0,0
"228",2002,"Sonoran","Control","Small Mammals",0.135388341,27788.51104,"Other",0,0,0
"229",2002,"Mojave","Burned","Birds:Raptors",0.205005250027501,721.5012132,"Aves",1,1.3859990554483,2
"230",2002,"Mojave","Control","Birds:Raptors",0.10649385,73161.42482,"Aves",9,0.12301564686777,1
"231",2002,"San Joaquin","Burned","Birds:Raptors",0.336652020491586,399.4220205,"Aves",0,0,0
"232",2002,"San Joaquin","Control","Birds:Raptors",0.352284681,26537.13547,"Aves",38,1.43195560963838,2
"233",2002,"Sonoran","Burned","Birds:Raptors",0.203390311621437,218.8631564,"Aves",0,0,0
"234",2002,"Sonoran","Control","Birds:Raptors",0.135388341,27788.51104,"Aves",12,0.431833140779895,1
"235",2002,"Mojave","Burned","Birds:Passerines",0.205005250027501,721.5012132,"Aves",2,2.77199811089659,3
"236",2002,"Mojave","Control","Birds:Passerines",0.10649385,73161.42482,"Aves",1981,27.0771107161169,28
"237",2002,"San Joaquin","Burned","Birds:Passerines",0.336652020491586,399.4220205,"Aves",0,0,0
"238",2002,"San Joaquin","Control","Birds:Passerines",0.352284681,26537.13547,"Aves",3779,142.404217074301,143
"239",2002,"Sonoran","Burned","Birds:Passerines",0.203390311621437,218.8631564,"Aves",0,0,0
"240",2002,"Sonoran","Control","Birds:Passerines",0.135388341,27788.51104,"Aves",42,1.51141599272963,2
"241",2002,"Mojave","Burned","Birds:Woodpeckers",0.205005250027501,721.5012132,"Aves",1,1.3859990554483,2
"242",2002,"Mojave","Control","Birds:Woodpeckers",0.10649385,73161.42482,"Aves",0,0,0
"243",2002,"San Joaquin","Burned","Birds:Woodpeckers",0.336652020491586,399.4220205,"Aves",0,0,0
"244",2002,"San Joaquin","Control","Birds:Woodpeckers",0.352284681,26537.13547,"Aves",0,0,0
"245",2002,"Sonoran","Burned","Birds:Woodpeckers",0.203390311621437,218.8631564,"Aves",0,0,0
"246",2002,"Sonoran","Control","Birds:Woodpeckers",0.135388341,27788.51104,"Aves",73,2.62698493974436,3
"247",2002,"Mojave","Burned","Birds:Rails and Geese",0.205005250027501,721.5012132,"Aves",0,0,0
"248",2002,"Mojave","Control","Birds:Rails and Geese",0.10649385,73161.42482,"Aves",0,0,0
"249",2002,"San Joaquin","Burned","Birds:Rails and Geese",0.336652020491586,399.4220205,"Aves",0,0,0
"250",2002,"San Joaquin","Control","Birds:Rails and Geese",0.352284681,26537.13547,"Aves",0,0,0
"251",2002,"Sonoran","Burned","Birds:Rails and Geese",0.203390311621437,218.8631564,"Aves",0,0,0
"252",2002,"Sonoran","Control","Birds:Rails and Geese",0.135388341,27788.51104,"Aves",0,0,0
"253",2003,"Mojave","Burned","Large Mammals",0.248952349799622,721.5012132,"Other",0,0,0
"254",2003,"Mojave","Control","Large Mammals",0.12983656,73161.42482,"Other",0,0,0
"255",2003,"San Joaquin","Burned","Large Mammals",0.365314913708093,399.4220205,"Other",0,0,0
"256",2003,"San Joaquin","Control","Large Mammals",0.377407611,26537.13547,"Other",0,0,0
"257",2003,"Sonoran","Burned","Large Mammals",0.243352752055754,218.8631564,"Other",0,0,0
"258",2003,"Sonoran","Control","Large Mammals",0.144883038,27788.51104,"Other",0,0,0
"259",2003,"Mojave","Burned","Aquatic",0.248952349799622,721.5012132,"Other",0,0,0
"260",2003,"Mojave","Control","Aquatic",0.12983656,73161.42482,"Other",0,0,0
"261",2003,"San Joaquin","Burned","Aquatic",0.365314913708093,399.4220205,"Other",0,0,0
"262",2003,"San Joaquin","Control","Aquatic",0.377407611,26537.13547,"Other",0,0,0
"263",2003,"Sonoran","Burned","Aquatic",0.243352752055754,218.8631564,"Other",0,0,0
"264",2003,"Sonoran","Control","Aquatic",0.144883038,27788.51104,"Other",0,0,0
"265",2003,"Mojave","Burned","Beetles",0.248952349799622,721.5012132,"Other",0,0,0
"266",2003,"Mojave","Control","Beetles",0.12983656,73161.42482,"Other",0,0,0
"267",2003,"San Joaquin","Burned","Beetles",0.365314913708093,399.4220205,"Other",0,0,0
"268",2003,"San Joaquin","Control","Beetles",0.377407611,26537.13547,"Other",0,0,0
"269",2003,"Sonoran","Burned","Beetles",0.243352752055754,218.8631564,"Other",0,0,0
"270",2003,"Sonoran","Control","Beetles",0.144883038,27788.51104,"Other",0,0,0
"271",2003,"Mojave","Burned","Bees",0.248952349799622,721.5012132,"Other",0,0,0
"272",2003,"Mojave","Control","Bees",0.12983656,73161.42482,"Other",0,0,0
"273",2003,"San Joaquin","Burned","Bees",0.365314913708093,399.4220205,"Other",0,0,0
"274",2003,"San Joaquin","Control","Bees",0.377407611,26537.13547,"Other",0,0,0
"275",2003,"Sonoran","Burned","Bees",0.243352752055754,218.8631564,"Other",0,0,0
"276",2003,"Sonoran","Control","Bees",0.144883038,27788.51104,"Other",0,0,0
"277",2003,"Mojave","Burned","Tortoises",0.248952349799622,721.5012132,"Other",0,0,0
"278",2003,"Mojave","Control","Tortoises",0.12983656,73161.42482,"Other",3,0.0410052156225899,1
"279",2003,"San Joaquin","Burned","Tortoises",0.365314913708093,399.4220205,"Other",0,0,0
"280",2003,"San Joaquin","Control","Tortoises",0.377407611,26537.13547,"Other",0,0,0
"281",2003,"Sonoran","Burned","Tortoises",0.243352752055754,218.8631564,"Other",0,0,0
"282",2003,"Sonoran","Control","Tortoises",0.144883038,27788.51104,"Other",0,0,0
"283",2003,"Mojave","Burned","Butterflies & Moths",0.248952349799622,721.5012132,"Other",0,0,0
"284",2003,"Mojave","Control","Butterflies & Moths",0.12983656,73161.42482,"Other",0,0,0
"285",2003,"San Joaquin","Burned","Butterflies & Moths",0.365314913708093,399.4220205,"Other",0,0,0
"286",2003,"San Joaquin","Control","Butterflies & Moths",0.377407611,26537.13547,"Other",0,0,0
"287",2003,"Sonoran","Burned","Butterflies & Moths",0.243352752055754,218.8631564,"Other",0,0,0
